"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","UNEMP","TOT","PC_LF","Q","2004-Q2",3.951798,
"MEX","UNEMP","TOT","PC_LF","Q","2004-Q3",3.884613,
"MEX","UNEMP","TOT","PC_LF","Q","2004-Q4",3.918317,"B"
"MEX","UNEMP","TOT","PC_LF","Q","2005-Q1",3.696212,
"MEX","UNEMP","TOT","PC_LF","Q","2005-Q2",3.718887,
"MEX","UNEMP","TOT","PC_LF","Q","2005-Q3",3.494772,
"MEX","UNEMP","TOT","PC_LF","Q","2005-Q4",3.326627,
"MEX","UNEMP","TOT","PC_LF","Q","2006-Q1",3.382678,
"MEX","UNEMP","TOT","PC_LF","Q","2006-Q2",3.38149,
"MEX","UNEMP","TOT","PC_LF","Q","2006-Q3",3.710082,
"MEX","UNEMP","TOT","PC_LF","Q","2006-Q4",3.784038,
"MEX","UNEMP","TOT","PC_LF","Q","2007-Q1",3.785367,
"MEX","UNEMP","TOT","PC_LF","Q","2007-Q2",3.586889,
"MEX","UNEMP","TOT","PC_LF","Q","2007-Q3",3.59525,
"MEX","UNEMP","TOT","PC_LF","Q","2007-Q4",3.614021,
"MEX","UNEMP","TOT","PC_LF","Q","2008-Q1",3.684887,
"MEX","UNEMP","TOT","PC_LF","Q","2008-Q2",3.676322,
"MEX","UNEMP","TOT","PC_LF","Q","2008-Q3",3.876591,
"MEX","UNEMP","TOT","PC_LF","Q","2008-Q4",4.379127,
"MEX","UNEMP","TOT","PC_LF","Q","2009-Q1",4.961834,
"MEX","UNEMP","TOT","PC_LF","Q","2009-Q2",5.355741,
"MEX","UNEMP","TOT","PC_LF","Q","2009-Q3",5.744766,
"MEX","UNEMP","TOT","PC_LF","Q","2009-Q4",5.443896,
"MEX","UNEMP","TOT","PC_LF","Q","2010-Q1",5.333455,
"MEX","UNEMP","TOT","PC_LF","Q","2010-Q2",5.325947,
"MEX","UNEMP","TOT","PC_LF","Q","2010-Q3",5.209747,
"MEX","UNEMP","TOT","PC_LF","Q","2010-Q4",5.448342,
"MEX","UNEMP","TOT","PC_LF","Q","2011-Q1",5.225288,
"MEX","UNEMP","TOT","PC_LF","Q","2011-Q2",5.324737,
"MEX","UNEMP","TOT","PC_LF","Q","2011-Q3",5.185802,
"MEX","UNEMP","TOT","PC_LF","Q","2011-Q4",5.04602,
"MEX","UNEMP","TOT","PC_LF","Q","2012-Q1",4.910548,
"MEX","UNEMP","TOT","PC_LF","Q","2012-Q2",4.885935,
"MEX","UNEMP","TOT","PC_LF","Q","2012-Q3",4.846869,
"MEX","UNEMP","TOT","PC_LF","Q","2012-Q4",5.049845,
"MEX","UNEMP","TOT","PC_LF","Q","2013-Q1",5.032633,
"MEX","UNEMP","TOT","PC_LF","Q","2013-Q2",5.032024,
"MEX","UNEMP","TOT","PC_LF","Q","2013-Q3",4.898476,
"MEX","UNEMP","TOT","PC_LF","Q","2013-Q4",4.810065,
"MEX","UNEMP","TOT","PC_LF","Q","2014-Q1",4.966396,
"MEX","UNEMP","TOT","PC_LF","Q","2014-Q2",4.911222,
"MEX","UNEMP","TOT","PC_LF","Q","2014-Q3",4.901904,
"MEX","UNEMP","TOT","PC_LF","Q","2014-Q4",4.545857,
"MEX","UNEMP","TOT","PC_LF","Q","2015-Q1",4.395418,
"MEX","UNEMP","TOT","PC_LF","Q","2015-Q2",4.364717,
"MEX","UNEMP","TOT","PC_LF","Q","2015-Q3",4.299608,
"MEX","UNEMP","TOT","PC_LF","Q","2015-Q4",4.284258,
"MEX","UNEMP","TOT","PC_LF","Q","2016-Q1",4.113163,
"MEX","UNEMP","TOT","PC_LF","Q","2016-Q2",3.975094,
"MEX","UNEMP","TOT","PC_LF","Q","2016-Q3",3.802832,
"MEX","UNEMP","TOT","PC_LF","Q","2016-Q4",3.649515,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q1",3.515155,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q2",3.467385,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q3",3.35866,
"MEX","UNEMP","TOT","PC_LF","Q","2017-Q4",3.410744,
"NLD","UNEMP","TOT","PC_LF","Q","1998-Q1",4.68021,
"NLD","UNEMP","TOT","PC_LF","Q","1998-Q2",4.512432,
"NLD","UNEMP","TOT","PC_LF","Q","1998-Q3",4.304704,
"NLD","UNEMP","TOT","PC_LF","Q","1998-Q4",4.110709,
"NLD","UNEMP","TOT","PC_LF","Q","1999-Q1",3.830245,
"NLD","UNEMP","TOT","PC_LF","Q","1999-Q2",3.780098,
"NLD","UNEMP","TOT","PC_LF","Q","1999-Q3",3.560189,
"NLD","UNEMP","TOT","PC_LF","Q","1999-Q4",3.381653,"B"
"NLD","UNEMP","TOT","PC_LF","Q","2000-Q1",2.982951,
"NLD","UNEMP","TOT","PC_LF","Q","2000-Q2",2.937389,
"NLD","UNEMP","TOT","PC_LF","Q","2000-Q3",2.943074,
"NLD","UNEMP","TOT","PC_LF","Q","2000-Q4",2.92037,
"NLD","UNEMP","TOT","PC_LF","Q","2001-Q1",2.295251,
"NLD","UNEMP","TOT","PC_LF","Q","2001-Q2",2.268215,
"NLD","UNEMP","TOT","PC_LF","Q","2001-Q3",2.156502,
"NLD","UNEMP","TOT","PC_LF","Q","2001-Q4",2.282405,
"NLD","UNEMP","TOT","PC_LF","Q","2002-Q1",2.466917,
"NLD","UNEMP","TOT","PC_LF","Q","2002-Q2",2.626428,
"NLD","UNEMP","TOT","PC_LF","Q","2002-Q3",2.868321,
"NLD","UNEMP","TOT","PC_LF","Q","2002-Q4",3.059008,
"NLD","UNEMP","TOT","PC_LF","Q","2003-Q1",3.267431,
"NLD","UNEMP","TOT","PC_LF","Q","2003-Q2",3.578496,
"NLD","UNEMP","TOT","PC_LF","Q","2003-Q3",3.819109,
"NLD","UNEMP","TOT","PC_LF","Q","2003-Q4",4.062467,
"NLD","UNEMP","TOT","PC_LF","Q","2004-Q1",4.350168,
"NLD","UNEMP","TOT","PC_LF","Q","2004-Q2",4.546769,
"NLD","UNEMP","TOT","PC_LF","Q","2004-Q3",4.555632,
"NLD","UNEMP","TOT","PC_LF","Q","2004-Q4",4.776955,
"NLD","UNEMP","TOT","PC_LF","Q","2005-Q1",4.836181,
"NLD","UNEMP","TOT","PC_LF","Q","2005-Q2",4.825517,
"NLD","UNEMP","TOT","PC_LF","Q","2005-Q3",4.719553,
"NLD","UNEMP","TOT","PC_LF","Q","2005-Q4",4.511587,
"NLD","UNEMP","TOT","PC_LF","Q","2006-Q1",4.195251,
"NLD","UNEMP","TOT","PC_LF","Q","2006-Q2",3.969958,
"NLD","UNEMP","TOT","PC_LF","Q","2006-Q3",3.811154,
"NLD","UNEMP","TOT","PC_LF","Q","2006-Q4",3.645921,
"NLD","UNEMP","TOT","PC_LF","Q","2007-Q1",3.457067,
"NLD","UNEMP","TOT","PC_LF","Q","2007-Q2",3.231064,
"NLD","UNEMP","TOT","PC_LF","Q","2007-Q3",3.111126,
"NLD","UNEMP","TOT","PC_LF","Q","2007-Q4",2.919364,
"NLD","UNEMP","TOT","PC_LF","Q","2008-Q1",2.849087,
"NLD","UNEMP","TOT","PC_LF","Q","2008-Q2",2.757818,
"NLD","UNEMP","TOT","PC_LF","Q","2008-Q3",2.650619,
"NLD","UNEMP","TOT","PC_LF","Q","2008-Q4",2.743982,
"NLD","UNEMP","TOT","PC_LF","Q","2009-Q1",2.870945,
"NLD","UNEMP","TOT","PC_LF","Q","2009-Q2",3.204483,
"NLD","UNEMP","TOT","PC_LF","Q","2009-Q3",3.618305,
"NLD","UNEMP","TOT","PC_LF","Q","2009-Q4",3.958916,
"NLD","UNEMP","TOT","PC_LF","Q","2010-Q1",4.318078,
"NLD","UNEMP","TOT","PC_LF","Q","2010-Q2",4.465559,
"NLD","UNEMP","TOT","PC_LF","Q","2010-Q3",4.523852,
"NLD","UNEMP","TOT","PC_LF","Q","2010-Q4",4.495025,
"NLD","UNEMP","TOT","PC_LF","Q","2011-Q1",4.727638,
"NLD","UNEMP","TOT","PC_LF","Q","2011-Q2",4.813397,
"NLD","UNEMP","TOT","PC_LF","Q","2011-Q3",5.027489,
"NLD","UNEMP","TOT","PC_LF","Q","2011-Q4",5.336844,
"NLD","UNEMP","TOT","PC_LF","Q","2012-Q1",5.436657,
"NLD","UNEMP","TOT","PC_LF","Q","2012-Q2",5.68251,
"NLD","UNEMP","TOT","PC_LF","Q","2012-Q3",5.899924,
"NLD","UNEMP","TOT","PC_LF","Q","2012-Q4",6.261218,
"NLD","UNEMP","TOT","PC_LF","Q","2013-Q1",6.6701,
"NLD","UNEMP","TOT","PC_LF","Q","2013-Q2",7.114659,
"NLD","UNEMP","TOT","PC_LF","Q","2013-Q3",7.549384,
"NLD","UNEMP","TOT","PC_LF","Q","2013-Q4",7.637473,
"NLD","UNEMP","TOT","PC_LF","Q","2014-Q1",7.659438,
"NLD","UNEMP","TOT","PC_LF","Q","2014-Q2",7.547924,
"NLD","UNEMP","TOT","PC_LF","Q","2014-Q3",7.278192,
"NLD","UNEMP","TOT","PC_LF","Q","2014-Q4",7.178399,
"NLD","UNEMP","TOT","PC_LF","Q","2015-Q1",7.032278,
"NLD","UNEMP","TOT","PC_LF","Q","2015-Q2",6.903988,
"NLD","UNEMP","TOT","PC_LF","Q","2015-Q3",6.842172,
"NLD","UNEMP","TOT","PC_LF","Q","2015-Q4",6.709892,
"NLD","UNEMP","TOT","PC_LF","Q","2016-Q1",6.456133,
"NLD","UNEMP","TOT","PC_LF","Q","2016-Q2",6.182843,
"NLD","UNEMP","TOT","PC_LF","Q","2016-Q3",5.859148,
"NLD","UNEMP","TOT","PC_LF","Q","2016-Q4",5.529872,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q1",5.254455,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q2",4.963541,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q3",4.688425,
"NLD","UNEMP","TOT","PC_LF","Q","2017-Q4",4.451939,
"NZL","UNEMP","TOT","PC_LF","Q","1986-Q1",4.2,
"NZL","UNEMP","TOT","PC_LF","Q","1986-Q2",4.1,
"NZL","UNEMP","TOT","PC_LF","Q","1986-Q3",4.2,
"NZL","UNEMP","TOT","PC_LF","Q","1986-Q4",4.3,
"NZL","UNEMP","TOT","PC_LF","Q","1987-Q1",4.1,
"NZL","UNEMP","TOT","PC_LF","Q","1987-Q2",4.2,
"NZL","UNEMP","TOT","PC_LF","Q","1987-Q3",4.2,
"NZL","UNEMP","TOT","PC_LF","Q","1987-Q4",4.4,
"NZL","UNEMP","TOT","PC_LF","Q","1988-Q1",5,
"NZL","UNEMP","TOT","PC_LF","Q","1988-Q2",5.5,
"NZL","UNEMP","TOT","PC_LF","Q","1988-Q3",6.4,
"NZL","UNEMP","TOT","PC_LF","Q","1988-Q4",6.3,
"NZL","UNEMP","TOT","PC_LF","Q","1989-Q1",7.1,
"NZL","UNEMP","TOT","PC_LF","Q","1989-Q2",7.5,
"NZL","UNEMP","TOT","PC_LF","Q","1989-Q3",7.4,
"NZL","UNEMP","TOT","PC_LF","Q","1989-Q4",7.3,
"NZL","UNEMP","TOT","PC_LF","Q","1990-Q1",7.2,
"NZL","UNEMP","TOT","PC_LF","Q","1990-Q2",7.7,
"NZL","UNEMP","TOT","PC_LF","Q","1990-Q3",8.1,
"NZL","UNEMP","TOT","PC_LF","Q","1990-Q4",8.9,
"NZL","UNEMP","TOT","PC_LF","Q","1991-Q1",9.8,
"NZL","UNEMP","TOT","PC_LF","Q","1991-Q2",10.5,
"NZL","UNEMP","TOT","PC_LF","Q","1991-Q3",11.2,
"NZL","UNEMP","TOT","PC_LF","Q","1991-Q4",11,
"NZL","UNEMP","TOT","PC_LF","Q","1992-Q1",11,
"NZL","UNEMP","TOT","PC_LF","Q","1992-Q2",10.5,
"NZL","UNEMP","TOT","PC_LF","Q","1992-Q3",10.6,
"NZL","UNEMP","TOT","PC_LF","Q","1992-Q4",10.6,
"NZL","UNEMP","TOT","PC_LF","Q","1993-Q1",10.1,
"NZL","UNEMP","TOT","PC_LF","Q","1993-Q2",10.2,
"NZL","UNEMP","TOT","PC_LF","Q","1993-Q3",9.5,
"NZL","UNEMP","TOT","PC_LF","Q","1993-Q4",9.4,
"NZL","UNEMP","TOT","PC_LF","Q","1994-Q1",9.3,
"NZL","UNEMP","TOT","PC_LF","Q","1994-Q2",8.5,
"NZL","UNEMP","TOT","PC_LF","Q","1994-Q3",8,
"NZL","UNEMP","TOT","PC_LF","Q","1994-Q4",7.6,
"NZL","UNEMP","TOT","PC_LF","Q","1995-Q1",6.8,
"NZL","UNEMP","TOT","PC_LF","Q","1995-Q2",6.4,
"NZL","UNEMP","TOT","PC_LF","Q","1995-Q3",6.2,
"NZL","UNEMP","TOT","PC_LF","Q","1995-Q4",6.4,
"NZL","UNEMP","TOT","PC_LF","Q","1996-Q1",6.4,
"NZL","UNEMP","TOT","PC_LF","Q","1996-Q2",6.2,
"NZL","UNEMP","TOT","PC_LF","Q","1996-Q3",6.5,
"NZL","UNEMP","TOT","PC_LF","Q","1996-Q4",6.2,
"NZL","UNEMP","TOT","PC_LF","Q","1997-Q1",6.7,
"NZL","UNEMP","TOT","PC_LF","Q","1997-Q2",6.8,
"NZL","UNEMP","TOT","PC_LF","Q","1997-Q3",7,
"NZL","UNEMP","TOT","PC_LF","Q","1997-Q4",7,
"NZL","UNEMP","TOT","PC_LF","Q","1998-Q1",7.4,
"NZL","UNEMP","TOT","PC_LF","Q","1998-Q2",7.9,
"NZL","UNEMP","TOT","PC_LF","Q","1998-Q3",7.7,
"NZL","UNEMP","TOT","PC_LF","Q","1998-Q4",7.9,
"NZL","UNEMP","TOT","PC_LF","Q","1999-Q1",7.5,
"NZL","UNEMP","TOT","PC_LF","Q","1999-Q2",7.3,
"NZL","UNEMP","TOT","PC_LF","Q","1999-Q3",7,
"NZL","UNEMP","TOT","PC_LF","Q","1999-Q4",6.4,
"NZL","UNEMP","TOT","PC_LF","Q","2000-Q1",6.5,
"NZL","UNEMP","TOT","PC_LF","Q","2000-Q2",6.3,
"NZL","UNEMP","TOT","PC_LF","Q","2000-Q3",6,
"NZL","UNEMP","TOT","PC_LF","Q","2000-Q4",5.8,
"NZL","UNEMP","TOT","PC_LF","Q","2001-Q1",5.5,
"NZL","UNEMP","TOT","PC_LF","Q","2001-Q2",5.4,
"NZL","UNEMP","TOT","PC_LF","Q","2001-Q3",5.4,
"NZL","UNEMP","TOT","PC_LF","Q","2001-Q4",5.6,
"NZL","UNEMP","TOT","PC_LF","Q","2002-Q1",5.3,
"NZL","UNEMP","TOT","PC_LF","Q","2002-Q2",5.3,
"NZL","UNEMP","TOT","PC_LF","Q","2002-Q3",5.5,
"NZL","UNEMP","TOT","PC_LF","Q","2002-Q4",5.1,
"NZL","UNEMP","TOT","PC_LF","Q","2003-Q1",5,
"NZL","UNEMP","TOT","PC_LF","Q","2003-Q2",4.8,
"NZL","UNEMP","TOT","PC_LF","Q","2003-Q3",4.5,
"NZL","UNEMP","TOT","PC_LF","Q","2003-Q4",4.7,
"NZL","UNEMP","TOT","PC_LF","Q","2004-Q1",4.3,
"NZL","UNEMP","TOT","PC_LF","Q","2004-Q2",4.2,
"NZL","UNEMP","TOT","PC_LF","Q","2004-Q3",3.9,
"NZL","UNEMP","TOT","PC_LF","Q","2004-Q4",3.7,
"NZL","UNEMP","TOT","PC_LF","Q","2005-Q1",3.9,
"NZL","UNEMP","TOT","PC_LF","Q","2005-Q2",3.8,
"NZL","UNEMP","TOT","PC_LF","Q","2005-Q3",3.8,
"NZL","UNEMP","TOT","PC_LF","Q","2005-Q4",3.7,
"NZL","UNEMP","TOT","PC_LF","Q","2006-Q1",4.1,
"NZL","UNEMP","TOT","PC_LF","Q","2006-Q2",3.7,
"NZL","UNEMP","TOT","PC_LF","Q","2006-Q3",3.9,
"NZL","UNEMP","TOT","PC_LF","Q","2006-Q4",3.8,
"NZL","UNEMP","TOT","PC_LF","Q","2007-Q1",3.9,
"NZL","UNEMP","TOT","PC_LF","Q","2007-Q2",3.6,
"NZL","UNEMP","TOT","PC_LF","Q","2007-Q3",3.5,
"NZL","UNEMP","TOT","PC_LF","Q","2007-Q4",3.3,
"NZL","UNEMP","TOT","PC_LF","Q","2008-Q1",3.8,
"NZL","UNEMP","TOT","PC_LF","Q","2008-Q2",3.8,
"NZL","UNEMP","TOT","PC_LF","Q","2008-Q3",4,
"NZL","UNEMP","TOT","PC_LF","Q","2008-Q4",4.4,
"NZL","UNEMP","TOT","PC_LF","Q","2009-Q1",5,
"NZL","UNEMP","TOT","PC_LF","Q","2009-Q2",5.7,
"NZL","UNEMP","TOT","PC_LF","Q","2009-Q3",6.1,
"NZL","UNEMP","TOT","PC_LF","Q","2009-Q4",6.5,
"NZL","UNEMP","TOT","PC_LF","Q","2010-Q1",5.9,
"NZL","UNEMP","TOT","PC_LF","Q","2010-Q2",6.5,
"NZL","UNEMP","TOT","PC_LF","Q","2010-Q3",6,
"NZL","UNEMP","TOT","PC_LF","Q","2010-Q4",6.2,
"NZL","UNEMP","TOT","PC_LF","Q","2011-Q1",6,
"NZL","UNEMP","TOT","PC_LF","Q","2011-Q2",6,
"NZL","UNEMP","TOT","PC_LF","Q","2011-Q3",5.9,
"NZL","UNEMP","TOT","PC_LF","Q","2011-Q4",6,
"NZL","UNEMP","TOT","PC_LF","Q","2012-Q1",6.3,
"NZL","UNEMP","TOT","PC_LF","Q","2012-Q2",6.3,
"NZL","UNEMP","TOT","PC_LF","Q","2012-Q3",6.7,
"NZL","UNEMP","TOT","PC_LF","Q","2012-Q4",6.2,
"NZL","UNEMP","TOT","PC_LF","Q","2013-Q1",5.7,
"NZL","UNEMP","TOT","PC_LF","Q","2013-Q2",5.9,
"NZL","UNEMP","TOT","PC_LF","Q","2013-Q3",5.8,
"NZL","UNEMP","TOT","PC_LF","Q","2013-Q4",5.6,
"NZL","UNEMP","TOT","PC_LF","Q","2014-Q1",5.5,
"NZL","UNEMP","TOT","PC_LF","Q","2014-Q2",5.2,
"NZL","UNEMP","TOT","PC_LF","Q","2014-Q3",5.2,
"NZL","UNEMP","TOT","PC_LF","Q","2014-Q4",5.5,
"NZL","UNEMP","TOT","PC_LF","Q","2015-Q1",5.4,
"NZL","UNEMP","TOT","PC_LF","Q","2015-Q2",5.5,
"NZL","UNEMP","TOT","PC_LF","Q","2015-Q3",5.6,
"NZL","UNEMP","TOT","PC_LF","Q","2015-Q4",5,
"NZL","UNEMP","TOT","PC_LF","Q","2016-Q1",5.2,
"NZL","UNEMP","TOT","PC_LF","Q","2016-Q2",5,
"NZL","UNEMP","TOT","PC_LF","Q","2016-Q3",4.9,
"NZL","UNEMP","TOT","PC_LF","Q","2016-Q4",5.3,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q1",4.9,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q2",4.8,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q3",4.6,
"NZL","UNEMP","TOT","PC_LF","Q","2017-Q4",4.5,
"NOR","UNEMP","TOT","PC_LF","Q","2000-Q1",3.442218,
"NOR","UNEMP","TOT","PC_LF","Q","2000-Q2",3.270017,
"NOR","UNEMP","TOT","PC_LF","Q","2000-Q3",3.345985,
"NOR","UNEMP","TOT","PC_LF","Q","2000-Q4",3.265829,
"NOR","UNEMP","TOT","PC_LF","Q","2001-Q1",3.353278,
"NOR","UNEMP","TOT","PC_LF","Q","2001-Q2",3.52836,
"NOR","UNEMP","TOT","PC_LF","Q","2001-Q3",3.541477,
"NOR","UNEMP","TOT","PC_LF","Q","2001-Q4",3.623389,
"NOR","UNEMP","TOT","PC_LF","Q","2002-Q1",3.838196,
"NOR","UNEMP","TOT","PC_LF","Q","2002-Q2",3.80547,
"NOR","UNEMP","TOT","PC_LF","Q","2002-Q3",3.645787,
"NOR","UNEMP","TOT","PC_LF","Q","2002-Q4",3.762202,
"NOR","UNEMP","TOT","PC_LF","Q","2003-Q1",3.838134,
"NOR","UNEMP","TOT","PC_LF","Q","2003-Q2",4.003998,
"NOR","UNEMP","TOT","PC_LF","Q","2003-Q3",4.183089,
"NOR","UNEMP","TOT","PC_LF","Q","2003-Q4",4.155568,
"NOR","UNEMP","TOT","PC_LF","Q","2004-Q1",4.078549,
"NOR","UNEMP","TOT","PC_LF","Q","2004-Q2",4.045036,
"NOR","UNEMP","TOT","PC_LF","Q","2004-Q3",4.342681,
"NOR","UNEMP","TOT","PC_LF","Q","2004-Q4",4.272807,
"NOR","UNEMP","TOT","PC_LF","Q","2005-Q1",4.356916,
"NOR","UNEMP","TOT","PC_LF","Q","2005-Q2",4.395568,
"NOR","UNEMP","TOT","PC_LF","Q","2005-Q3",4.463359,
"NOR","UNEMP","TOT","PC_LF","Q","2005-Q4",4.310741,
"NOR","UNEMP","TOT","PC_LF","Q","2006-Q1",3.835289,
"NOR","UNEMP","TOT","PC_LF","Q","2006-Q2",3.709411,
"NOR","UNEMP","TOT","PC_LF","Q","2006-Q3",3.265394,
"NOR","UNEMP","TOT","PC_LF","Q","2006-Q4",2.791879,
"NOR","UNEMP","TOT","PC_LF","Q","2007-Q1",2.632713,
"NOR","UNEMP","TOT","PC_LF","Q","2007-Q2",2.500703,
"NOR","UNEMP","TOT","PC_LF","Q","2007-Q3",2.434497,
"NOR","UNEMP","TOT","PC_LF","Q","2007-Q4",2.406064,
"NOR","UNEMP","TOT","PC_LF","Q","2008-Q1",2.423551,
"NOR","UNEMP","TOT","PC_LF","Q","2008-Q2",2.505305,
"NOR","UNEMP","TOT","PC_LF","Q","2008-Q3",2.485554,
"NOR","UNEMP","TOT","PC_LF","Q","2008-Q4",2.780167,
"NOR","UNEMP","TOT","PC_LF","Q","2009-Q1",2.969707,
"NOR","UNEMP","TOT","PC_LF","Q","2009-Q2",3.090296,
"NOR","UNEMP","TOT","PC_LF","Q","2009-Q3",3.204278,
"NOR","UNEMP","TOT","PC_LF","Q","2009-Q4",3.149848,
"NOR","UNEMP","TOT","PC_LF","Q","2010-Q1",3.541355,
"NOR","UNEMP","TOT","PC_LF","Q","2010-Q2",3.626428,
"NOR","UNEMP","TOT","PC_LF","Q","2010-Q3",3.447481,
"NOR","UNEMP","TOT","PC_LF","Q","2010-Q4",3.470125,
"NOR","UNEMP","TOT","PC_LF","Q","2011-Q1",3.146804,
"NOR","UNEMP","TOT","PC_LF","Q","2011-Q2",3.324933,
"NOR","UNEMP","TOT","PC_LF","Q","2011-Q3",3.157449,
"NOR","UNEMP","TOT","PC_LF","Q","2011-Q4",3.230738,
"NOR","UNEMP","TOT","PC_LF","Q","2012-Q1",3.065933,
"NOR","UNEMP","TOT","PC_LF","Q","2012-Q2",3.052319,
"NOR","UNEMP","TOT","PC_LF","Q","2012-Q3",3.033041,
"NOR","UNEMP","TOT","PC_LF","Q","2012-Q4",3.343941,
"NOR","UNEMP","TOT","PC_LF","Q","2013-Q1",3.437207,
"NOR","UNEMP","TOT","PC_LF","Q","2013-Q2",3.421489,
"NOR","UNEMP","TOT","PC_LF","Q","2013-Q3",3.422899,
"NOR","UNEMP","TOT","PC_LF","Q","2013-Q4",3.413004,
"NOR","UNEMP","TOT","PC_LF","Q","2014-Q1",3.434375,
"NOR","UNEMP","TOT","PC_LF","Q","2014-Q2",3.194199,
"NOR","UNEMP","TOT","PC_LF","Q","2014-Q3",3.626601,
"NOR","UNEMP","TOT","PC_LF","Q","2014-Q4",3.679857,
"NOR","UNEMP","TOT","PC_LF","Q","2015-Q1",4.102976,
"NOR","UNEMP","TOT","PC_LF","Q","2015-Q2",4.222263,
"NOR","UNEMP","TOT","PC_LF","Q","2015-Q3",4.429492,
"NOR","UNEMP","TOT","PC_LF","Q","2015-Q4",4.431705,
"NOR","UNEMP","TOT","PC_LF","Q","2016-Q1",4.683846,
"NOR","UNEMP","TOT","PC_LF","Q","2016-Q2",4.68282,
"NOR","UNEMP","TOT","PC_LF","Q","2016-Q3",4.801182,
"NOR","UNEMP","TOT","PC_LF","Q","2016-Q4",4.547626,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q1",4.371228,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q2",4.262037,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q3",4.047244,
"NOR","UNEMP","TOT","PC_LF","Q","2017-Q4",3.965,
"POL","UNEMP","TOT","PC_LF","Q","1992-Q2",13.59834,
"POL","UNEMP","TOT","PC_LF","Q","1992-Q3",14.07238,
"POL","UNEMP","TOT","PC_LF","Q","1992-Q4",13.73901,
"POL","UNEMP","TOT","PC_LF","Q","1993-Q1",13.20409,
"POL","UNEMP","TOT","PC_LF","Q","1993-Q2",14.27857,
"POL","UNEMP","TOT","PC_LF","Q","1993-Q3",13.50782,
"POL","UNEMP","TOT","PC_LF","Q","1993-Q4",15.10314,
"POL","UNEMP","TOT","PC_LF","Q","1994-Q1",14.7728,
"POL","UNEMP","TOT","PC_LF","Q","1994-Q2",14.52094,
"POL","UNEMP","TOT","PC_LF","Q","1994-Q3",14.39541,
"POL","UNEMP","TOT","PC_LF","Q","1994-Q4",14.0524,
"POL","UNEMP","TOT","PC_LF","Q","1995-Q1",13.62961,
"POL","UNEMP","TOT","PC_LF","Q","1995-Q2",13.0611,
"POL","UNEMP","TOT","PC_LF","Q","1995-Q3",13.30037,
"POL","UNEMP","TOT","PC_LF","Q","1995-Q4",13.3708,
"POL","UNEMP","TOT","PC_LF","Q","1996-Q1",12.93682,
"POL","UNEMP","TOT","PC_LF","Q","1996-Q2",12.67905,
"POL","UNEMP","TOT","PC_LF","Q","1996-Q3",11.97152,
"POL","UNEMP","TOT","PC_LF","Q","1996-Q4",11.78198,
"POL","UNEMP","TOT","PC_LF","Q","1997-Q1",11.91567,
"POL","UNEMP","TOT","PC_LF","Q","1997-Q2",11.51837,
"POL","UNEMP","TOT","PC_LF","Q","1997-Q3",11.00349,
"POL","UNEMP","TOT","PC_LF","Q","1997-Q4",10.49133,
"POL","UNEMP","TOT","PC_LF","Q","1998-Q1",10.391,
"POL","UNEMP","TOT","PC_LF","Q","1998-Q2",10.36981,
"POL","UNEMP","TOT","PC_LF","Q","1998-Q3",10.56176,
"POL","UNEMP","TOT","PC_LF","Q","1998-Q4",10.96588,
"POL","UNEMP","TOT","PC_LF","Q","1999-Q1",11.77897,
"POL","UNEMP","TOT","PC_LF","Q","1999-Q4",15.74749,
"POL","UNEMP","TOT","PC_LF","Q","2000-Q1",15.78526,
"POL","UNEMP","TOT","PC_LF","Q","2000-Q2",15.98859,
"POL","UNEMP","TOT","PC_LF","Q","2000-Q3",16.09797,
"POL","UNEMP","TOT","PC_LF","Q","2000-Q4",16.54169,
"POL","UNEMP","TOT","PC_LF","Q","2001-Q1",17.34482,
"POL","UNEMP","TOT","PC_LF","Q","2001-Q2",18.0946,
"POL","UNEMP","TOT","PC_LF","Q","2001-Q3",18.43766,
"POL","UNEMP","TOT","PC_LF","Q","2001-Q4",19.09406,
"POL","UNEMP","TOT","PC_LF","Q","2002-Q1",19.53297,
"POL","UNEMP","TOT","PC_LF","Q","2002-Q2",19.88364,
"POL","UNEMP","TOT","PC_LF","Q","2002-Q3",20.15683,
"POL","UNEMP","TOT","PC_LF","Q","2002-Q4",20.16064,
"POL","UNEMP","TOT","PC_LF","Q","2003-Q1",19.76223,
"POL","UNEMP","TOT","PC_LF","Q","2003-Q2",19.50226,
"POL","UNEMP","TOT","PC_LF","Q","2003-Q3",19.69627,
"POL","UNEMP","TOT","PC_LF","Q","2003-Q4",19.50809,
"POL","UNEMP","TOT","PC_LF","Q","2004-Q1",19.54688,
"POL","UNEMP","TOT","PC_LF","Q","2004-Q2",19.13872,
